SeniorCitizen,Tenure,MonthlyCharges,InternetService,TechSupport,Contract,PaymentMethod,NumComplaints,AvgDailyUsageHours,TotalCharges
0,16,27.79,DSL,Yes,Month-to-month,Credit card (automatic),0,2.26,464.44
0,17,80.65,DSL,No,Month-to-month,Bank transfer (automatic),1,0.64,1379.87
0,65,92.2,Fiber optic,Yes,One year,Bank transfer (automatic),0,1.06,5914.75
0,50,20.7,Fiber optic,Yes,Month-to-month,Electronic check,0,2.04,1055.24
0,64,31.47,DSL,No,Month-to-month,Bank transfer (automatic),1,0.16,2145.67
0,42,44.87,Fiber optic,Yes,Two year,Credit card (automatic),1,0.28,1985.59
0,56,61.77,No,No,Month-to-month,Credit card (automatic),0,5.19,3515.22
1,9,84.93,No,No,One year,Bank transfer (automatic),0,1.88,795.12
1,36,55.26,No,No,One year,Mailed check,1,0.39,1933.14
0,47,53.14,No,Yes,Month-to-month,Bank transfer (automatic),1,1.28,2518.27
0,68,124.32,DSL,Yes,One year,Electronic check,0,0.31,8559.41
0,55,37.41,DSL,Yes,One year,Bank transfer (automatic),0,3.01,2030.66
1,35,79.46,Fiber optic,No,Month-to-month,Electronic check,0,0.89,2703.51
0,30,134.34,Fiber optic,No,One year,Electronic check,0,2.47,4075.32
1,54,95.0,No,Yes,One year,Credit card (automatic),1,5.36,5091.94
0,37,106.06,DSL,No,Month-to-month,Bank transfer (automatic),0,5.94,3871.9
0,14,71.75,Fiber optic,Yes,Month-to-month,Mailed check,0,0.22,1022.29
0,15,22.39,Fiber optic,Yes,Month-to-month,Electronic check,0,4.35,380.08
1,52,97.54,Fiber optic,Yes,Month-to-month,Bank transfer (automatic),1,0.47,5079.5
1,55,95.83,Fiber optic,No,Month-to-month,Bank transfer (automatic),0,0.67,5314.7
0,6,33.25,DSL,Yes,Month-to-month,Credit card (automatic),0,0.1,266.51
0,56,75.46,No,No,Month-to-month,Mailed check,2,1.56,4250.1
0,54,129.84,Fiber optic,Yes,Two year,Mailed check,1,1.55,7041.71
0,51,44.61,Fiber optic,No,One year,Bank transfer (automatic),0,2.25,2260.68
0,3,75.33,DSL,No,Month-to-month,Mailed check,2,4.39,320.87
0,42,75.33,Fiber optic,Yes,Month-to-month,Electronic check,0,0.84,3190.78
0,39,117.29,DSL,No,Month-to-month,Credit card (automatic),0,0.78,4599.43
0,29,118.95,DSL,No,One year,Bank transfer (automatic),1,1.53,3435.15
0,9,111.11,DSL,Yes,Month-to-month,Mailed check,0,1.65,965.77
0,6,63.85,DSL,No,Month-to-month,Bank transfer (automatic),0,0.88,345.01
0,35,28.64,Fiber optic,No,Two year,Mailed check,0,3.78,983.8
0,34,61.94,Fiber optic,No,Month-to-month,Electronic check,1,0.08,2109.17
0,38,101.57,No,No,Month-to-month,Bank transfer (automatic),1,2.12,3877.94
0,35,104.33,DSL,No,Two year,Credit card (automatic),2,0.35,3563.85
0,19,135.8,DSL,No,Month-to-month,Mailed check,1,1.03,2647.2
0,48,74.44,No,Yes,One year,Credit card (automatic),0,2.86,3566.03
0,58,95.89,DSL,No,Two year,Credit card (automatic),1,0.6,5639.85
0,48,84.7,DSL,No,Month-to-month,Electronic check,0,3.45,4093.22
0,25,38.07,DSL,No,Two year,Electronic check,0,0.9,969.45
1,35,75.34,No,Yes,Month-to-month,Mailed check,0,1.82,2696.08
1,42,85.38,No,No,Two year,Bank transfer (automatic),0,1.92,3661.38
0,42,134.09,DSL,No,Month-to-month,Mailed check,0,0.45,5632.56
0,32,63.98,Fiber optic,No,Two year,Mailed check,1,3.46,2121.88
0,44,137.61,Fiber optic,No,One year,Electronic check,0,0.2,6061.61
1,44,85.08,No,No,One year,Mailed check,0,1.34,3739.41
0,14,49.1,DSL,No,Two year,Mailed check,0,3.97,678.36
0,16,43.0,No,No,Month-to-month,Bank transfer (automatic),1,0.05,624.68
0,11,37.0,DSL,Yes,Month-to-month,Mailed check,1,1.14,277.25
0,21,74.35,Fiber optic,No,Month-to-month,Bank transfer (automatic),0,0.42,1531.02
0,22,22.63,DSL,Yes,Month-to-month,Mailed check,1,0.32,517.28
0,11,73.41,Fiber optic,Yes,One year,Electronic check,0,0.4,836.05
0,67,138.61,Fiber optic,Yes,Two year,Mailed check,0,3.49,9198.25
0,50,100.41,Fiber optic,No,Month-to-month,Bank transfer (automatic),0,0.83,5049.77
0,12,111.17,Fiber optic,No,Month-to-month,Credit card (automatic),0,0.4,1280.91
0,56,34.28,Fiber optic,No,One year,Bank transfer (automatic),0,3.94,1967.9
1,54,76.77,Fiber optic,No,Month-to-month,Mailed check,0,0.58,4172.86
0,27,54.35,DSL,No,One year,Mailed check,0,1.93,1408.82
0,43,127.29,Fiber optic,Yes,Month-to-month,Mailed check,0,1.16,5447.55
0,18,41.76,DSL,No,Month-to-month,Bank transfer (automatic),0,1.71,683.6
0,45,75.05,Fiber optic,Yes,One year,Bank transfer (automatic),0,0.3,3415.25
1,2,90.57,Fiber optic,No,Month-to-month,Electronic check,1,1.7,180.49
0,19,81.68,Fiber optic,No,Month-to-month,Mailed check,1,3.54,1534.51
1,24,119.63,Fiber optic,Yes,One year,Credit card (automatic),1,0.16,2847.84
0,55,47.77,DSL,No,Month-to-month,Bank transfer (automatic),2,0.59,2702.5
1,60,65.29,Fiber optic,Yes,One year,Bank transfer (automatic),0,5.4,3922.42
0,54,115.05,Fiber optic,Yes,Two year,Bank transfer (automatic),0,0.38,6250.37
0,34,83.37,No,No,One year,Bank transfer (automatic),0,0.09,2836.49
0,58,68.25,DSL,No,One year,Credit card (automatic),0,0.08,3945.11
1,38,23.53,Fiber optic,Yes,Month-to-month,Electronic check,0,0.48,1006.69
1,56,110.41,Fiber optic,No,One year,Credit card (automatic),0,1.02,6121.82
0,66,136.66,No,No,Month-to-month,Credit card (automatic),0,0.47,8974.22
1,33,94.43,Fiber optic,No,One year,Bank transfer (automatic),0,0.49,3125.33
0,40,122.78,Fiber optic,Yes,Month-to-month,Bank transfer (automatic),0,2.67,4837.69
0,21,82.03,Fiber optic,Yes,Month-to-month,Mailed check,0,2.18,1641.16
0,26,47.8,DSL,Yes,One year,Electronic check,0,0.56,1232.56
0,20,21.73,Fiber optic,No,One year,Electronic check,0,0.63,386.43
0,40,98.41,No,No,Month-to-month,Electronic check,1,5.24,3989.14
0,30,79.17,DSL,No,Month-to-month,Mailed check,0,4.5,2407.24
0,26,113.85,Fiber optic,Yes,Month-to-month,Electronic check,0,5.42,2984.43
0,36,103.36,No,Yes,One year,Credit card (automatic),1,4.2,3732.93
0,65,138.55,DSL,No,Month-to-month,Bank transfer (automatic),0,1.48,8909.6
0,53,81.24,Fiber optic,No,Month-to-month,Credit card (automatic),0,0.55,4289.91
0,8,71.26,No,No,Month-to-month,Credit card (automatic),0,5.23,625.3
0,41,54.41,No,No,Month-to-month,Electronic check,0,2.04,2202.11
0,35,77.22,Fiber optic,No,Month-to-month,Bank transfer (automatic),0,1.86,2803.65
0,9,124.74,DSL,Yes,Month-to-month,Electronic check,1,2.4,1163.36
0,58,25.09,DSL,Yes,Month-to-month,Electronic check,0,1.37,1500.59
0,39,137.35,Fiber optic,Yes,Two year,Bank transfer (automatic),0,1.31,5368.09
0,53,139.2,DSL,No,One year,Mailed check,0,0.67,7424.85
0,38,91.74,DSL,No,One year,Mailed check,0,0.25,3462.99
0,6,59.79,Fiber optic,No,One year,Mailed check,0,0.87,431.38
0,3,46.77,Fiber optic,No,Two year,Bank transfer (automatic),0,1.09,74.17
0,14,53.18,No,No,Month-to-month,Credit card (automatic),0,3.15,682.46
1,47,26.01,DSL,No,Month-to-month,Credit card (automatic),0,0.77,1211.6
1,5,77.01,DSL,Yes,One year,Bank transfer (automatic),0,3.22,325.5
0,34,26.88,No,Yes,Two year,Electronic check,0,0.57,852.36
0,71,106.22,Fiber optic,No,Month-to-month,Electronic check,0,4.34,7555.71
0,70,64.63,No,No,Month-to-month,Bank transfer (automatic),1,0.06,4493.18
0,67,43.92,No,No,Two year,Electronic check,0,1.12,2963.63
1,57,85.38,No,Yes,Month-to-month,Electronic check,0,0.58,4966.62
0,18,136.85,Fiber optic,Yes,Month-to-month,Mailed check,0,0.52,2424.46
0,61,103.42,DSL,No,Month-to-month,Bank transfer (automatic),0,0.12,6373.73
0,70,79.01,Fiber optic,No,Month-to-month,Mailed check,2,1.72,5523.21
1,9,113.23,Fiber optic,Yes,Two year,Credit card (automatic),0,0.75,1033.05
0,24,108.5,DSL,No,Month-to-month,Credit card (automatic),0,4.47,2672.33
0,43,127.01,Fiber optic,No,Month-to-month,Credit card (automatic),0,1.87,5568.46
0,57,44.56,DSL,No,Month-to-month,Credit card (automatic),1,0.88,2558.93
0,24,123.07,Fiber optic,No,One year,Electronic check,0,1.48,2994.62
0,39,56.12,DSL,No,Month-to-month,Electronic check,0,0.1,2217.03
0,69,132.92,Fiber optic,Yes,Month-to-month,Mailed check,0,1.33,9249.5
1,9,53.73,No,No,Two year,Bank transfer (automatic),0,1.65,507.17
1,65,131.22,DSL,Yes,Month-to-month,Electronic check,0,0.17,8558.54
1,24,135.65,Fiber optic,Yes,One year,Bank transfer (automatic),0,1.72,3218.25
0,70,37.46,DSL,Yes,Two year,Mailed check,0,0.96,2630.68
0,10,136.94,No,No,Month-to-month,Credit card (automatic),0,0.98,1345.75
0,35,30.29,No,No,Month-to-month,Electronic check,0,1.93,1012.26
0,48,46.23,No,No,Month-to-month,Credit card (automatic),1,0.9,2209.33
0,47,73.3,No,No,Month-to-month,Mailed check,1,0.4,3401.21
0,6,139.23,Fiber optic,No,One year,Bank transfer (automatic),0,0.53,745.56
0,50,78.63,DSL,Yes,Month-to-month,Electronic check,0,2.01,3898.55
0,16,86.05,DSL,No,Two year,Bank transfer (automatic),0,0.11,1405.15
0,31,103.33,Fiber optic,No,Two year,Bank transfer (automatic),0,2.76,3178.7
0,25,136.2,Fiber optic,No,Two year,Credit card (automatic),0,1.31,3376.09
0,21,114.0,Fiber optic,Yes,Month-to-month,Electronic check,0,1.95,2379.22
0,12,46.9,DSL,No,Month-to-month,Mailed check,0,0.63,505.09
0,11,56.36,DSL,Yes,Month-to-month,Electronic check,0,0.38,570.42
0,70,31.72,Fiber optic,Yes,One year,Bank transfer (automatic),1,2.45,2207.54
0,0,97.33,DSL,No,Month-to-month,Credit card (automatic),0,0.16,14.31
0,32,41.69,Fiber optic,Yes,Two year,Bank transfer (automatic),0,0.27,1235.34
0,13,50.89,Fiber optic,No,Month-to-month,Bank transfer (automatic),0,0.5,629.52
0,63,126.57,Fiber optic,No,One year,Electronic check,0,0.65,7901.5
0,42,59.21,DSL,Yes,Month-to-month,Bank transfer (automatic),0,0.34,2480.98
0,57,88.0,No,No,Month-to-month,Electronic check,0,3.66,5088.38
0,40,67.71,DSL,No,Month-to-month,Electronic check,0,0.04,2674.65
0,67,28.88,DSL,Yes,Month-to-month,Bank transfer (automatic),0,2.44,1906.85
0,38,63.54,Fiber optic,No,Month-to-month,Credit card (automatic),0,0.79,2445.37
0,0,68.97,DSL,No,One year,Bank transfer (automatic),1,2.71,54.44
0,40,127.48,DSL,No,Month-to-month,Credit card (automatic),1,2.38,5085.14
1,44,58.93,DSL,No,Two year,Bank transfer (automatic),0,0.19,2651.47
0,12,65.51,Fiber optic,Yes,Two year,Mailed check,0,1.65,701.56
0,70,113.95,No,No,Month-to-month,Mailed check,1,0.71,8062.08
0,8,111.07,Fiber optic,No,One year,Mailed check,1,2.58,918.15
0,62,115.79,Fiber optic,No,Month-to-month,Bank transfer (automatic),0,2.86,7115.98
0,22,134.45,DSL,Yes,Month-to-month,Bank transfer (automatic),0,0.31,2887.1
0,53,115.47,DSL,Yes,Two year,Credit card (automatic),0,0.98,6088.44
0,46,68.91,DSL,Yes,Two year,Mailed check,0,1.35,3183.22
0,38,118.58,No,Yes,One year,Electronic check,0,1.18,4580.72
0,25,81.04,DSL,No,Two year,Mailed check,0,0.44,2012.46
0,0,53.33,No,Yes,One year,Mailed check,0,0.48,8.68
0,13,56.35,DSL,Yes,One year,Electronic check,1,2.93,796.15
0,64,46.86,Fiber optic,No,Month-to-month,Mailed check,0,0.05,2975.5
0,68,37.4,No,No,Month-to-month,Mailed check,0,0.46,2569.95
1,66,42.14,Fiber optic,No,Month-to-month,Credit card (automatic),0,0.38,2810.42
0,48,27.58,Fiber optic,Yes,Month-to-month,Mailed check,0,0.69,1288.85
0,49,126.61,Fiber optic,No,One year,Electronic check,0,1.74,6273.17
0,57,131.72,DSL,No,Month-to-month,Electronic check,0,1.14,7478.58
0,52,90.41,DSL,No,One year,Mailed check,0,1.17,4717.63
1,56,120.86,No,No,Month-to-month,Bank transfer (automatic),1,1.97,6775.46
0,17,42.03,DSL,No,Month-to-month,Mailed check,0,2.51,652.78
1,15,128.2,DSL,Yes,Month-to-month,Electronic check,1,0.26,1850.16
0,1,80.76,No,Yes,Month-to-month,Electronic check,1,0.17,208.81
0,12,28.06,DSL,No,Two year,Electronic check,1,0.54,358.95
0,44,36.96,Fiber optic,Yes,One year,Bank transfer (automatic),0,2.64,1708.1
1,71,57.08,No,No,Month-to-month,Bank transfer (automatic),0,1.17,4093.57
0,42,25.23,Fiber optic,No,One year,Bank transfer (automatic),0,0.23,1072.9
0,71,57.12,Fiber optic,No,Month-to-month,Mailed check,0,0.27,4074.6
0,53,27.19,No,No,Month-to-month,Electronic check,0,3.43,1517.0
0,30,48.32,DSL,No,Two year,Mailed check,0,0.69,1452.14
1,8,51.88,DSL,Yes,One year,Mailed check,0,0.44,398.26
0,47,139.32,Fiber optic,Yes,Two year,Bank transfer (automatic),0,1.77,6593.13
0,17,48.27,Fiber optic,No,Two year,Mailed check,0,2.96,754.77
0,10,48.7,DSL,No,Month-to-month,Credit card (automatic),0,0.88,511.05
0,61,102.41,Fiber optic,No,Month-to-month,Bank transfer (automatic),0,2.35,6301.46
1,18,123.12,DSL,Yes,Month-to-month,Bank transfer (automatic),2,0.84,2155.98
0,23,66.45,DSL,Yes,One year,Electronic check,0,1.76,1587.97
0,12,125.07,Fiber optic,Yes,Two year,Credit card (automatic),0,1.28,1417.75
1,45,60.82,DSL,Yes,One year,Credit card (automatic),1,3.37,2679.43
0,52,43.64,Fiber optic,No,Month-to-month,Credit card (automatic),0,0.59,2284.86
0,28,59.56,Fiber optic,Yes,One year,Electronic check,0,2.21,1788.57
0,35,93.12,DSL,No,One year,Mailed check,2,1.73,3187.52
0,70,64.06,DSL,No,Month-to-month,Mailed check,1,2.74,4488.13
0,16,100.75,DSL,No,Month-to-month,Electronic check,0,1.4,1573.26
1,47,48.43,DSL,No,One year,Mailed check,0,0.92,2303.09
0,23,104.12,Fiber optic,No,One year,Credit card (automatic),0,0.08,2426.87
0,53,61.69,Fiber optic,No,One year,Electronic check,0,2.75,3216.03
1,0,74.7,DSL,No,Month-to-month,Credit card (automatic),0,3.61,18.83
0,66,86.93,Fiber optic,Yes,Month-to-month,Credit card (automatic),0,0.9,5779.29
0,5,102.35,No,No,One year,Electronic check,0,0.38,607.51
0,54,48.65,DSL,No,Two year,Bank transfer (automatic),1,1.56,2614.8
1,37,120.31,Fiber optic,No,Two year,Electronic check,1,0.19,4553.76
0,32,106.62,Fiber optic,No,Month-to-month,Electronic check,0,0.06,3381.98
0,7,48.09,DSL,No,Two year,Bank transfer (automatic),0,0.51,372.07
0,19,137.0,Fiber optic,No,Month-to-month,Bank transfer (automatic),0,1.71,2553.96
0,54,99.78,No,No,Two year,Credit card (automatic),0,2.52,5415.83
0,47,74.29,DSL,No,Month-to-month,Bank transfer (automatic),0,0.26,3368.26
0,55,38.9,No,No,One year,Bank transfer (automatic),0,4.38,2153.58
0,9,83.99,Fiber optic,No,Month-to-month,Credit card (automatic),0,1.2,854.11
0,51,39.77,DSL,Yes,Two year,Credit card (automatic),0,3.89,2008.75
1,49,71.54,Fiber optic,No,One year,Credit card (automatic),0,0.24,3559.88
0,33,69.05,DSL,No,Month-to-month,Credit card (automatic),0,0.92,2244.49
0,35,106.39,Fiber optic,No,Month-to-month,Electronic check,0,0.85,3811.46
0,60,43.09,DSL,No,Month-to-month,Credit card (automatic),0,0.8,2535.02
0,15,118.62,Fiber optic,No,Month-to-month,Electronic check,0,4.01,1783.12
0,17,59.14,Fiber optic,Yes,Month-to-month,Credit card (automatic),1,2.84,980.04
0,70,73.28,Fiber optic,Yes,Month-to-month,Electronic check,1,2.37,5176.24
0,46,112.68,DSL,No,Two year,Electronic check,2,0.51,5156.2
0,31,95.05,Fiber optic,No,Two year,Electronic check,0,0.62,2933.46
0,42,56.96,DSL,No,Month-to-month,Electronic check,0,0.45,2258.42
0,39,66.34,Fiber optic,Yes,Month-to-month,Bank transfer (automatic),0,2.37,2597.69
0,64,56.69,DSL,No,Month-to-month,Electronic check,0,0.75,3640.58
0,34,91.37,Fiber optic,Yes,Month-to-month,Bank transfer (automatic),0,5.77,3086.79
0,68,59.91,DSL,Yes,Two year,Bank transfer (automatic),0,0.68,3967.4
0,49,107.08,Fiber optic,Yes,Month-to-month,Electronic check,0,0.28,5217.5
0,11,89.57,Fiber optic,No,One year,Credit card (automatic),0,3.99,1009.18
0,57,37.48,Fiber optic,Yes,Month-to-month,Bank transfer (automatic),0,2.29,2052.42
0,62,57.23,Fiber optic,Yes,One year,Electronic check,0,1.31,3417.17
0,48,46.57,Fiber optic,No,Two year,Mailed check,0,2.93,2282.47
0,35,66.84,No,Yes,Month-to-month,Bank transfer (automatic),0,4.48,2338.89
0,53,81.92,Fiber optic,No,Two year,Credit card (automatic),0,2.96,4418.8
1,46,80.81,Fiber optic,No,Month-to-month,Mailed check,0,3.52,3701.76
0,31,110.54,No,No,Month-to-month,Bank transfer (automatic),0,0.47,3399.75
1,52,42.7,No,No,Two year,Electronic check,0,1.07,2119.88
0,31,133.58,Fiber optic,No,One year,Electronic check,2,2.38,4256.9
0,61,61.14,DSL,No,Month-to-month,Electronic check,0,1.12,3731.47
1,36,56.03,Fiber optic,No,Month-to-month,Electronic check,0,1.54,1986.04
0,37,102.22,Fiber optic,No,Month-to-month,Credit card (automatic),0,3.84,3741.91
0,29,116.66,Fiber optic,No,One year,Credit card (automatic),1,0.53,3498.83
0,57,65.42,Fiber optic,No,Two year,Bank transfer (automatic),1,1.16,3737.3
0,31,109.62,Fiber optic,No,Month-to-month,Electronic check,1,1.24,3452.33
0,65,126.05,Fiber optic,No,One year,Mailed check,0,0.67,8214.03
0,50,112.02,Fiber optic,Yes,Month-to-month,Bank transfer (automatic),0,0.69,5669.55
0,10,24.1,DSL,No,One year,Mailed check,0,2.2,238.74
0,58,119.28,DSL,No,Month-to-month,Electronic check,0,3.98,6921.48
1,19,112.94,Fiber optic,Yes,Month-to-month,Electronic check,1,1.51,2136.08
0,36,100.31,Fiber optic,No,Month-to-month,Electronic check,0,1.0,3673.51
0,48,111.2,Fiber optic,Yes,Month-to-month,Bank transfer (automatic),0,2.08,5367.29
0,18,137.53,DSL,Yes,Month-to-month,Mailed check,0,9.19,2564.27
0,54,71.73,DSL,No,Month-to-month,Electronic check,1,0.13,3865.7
0,39,28.07,Fiber optic,Yes,Month-to-month,Electronic check,0,1.58,1047.13
0,6,75.31,Fiber optic,No,Month-to-month,Electronic check,0,1.22,486.15
0,4,25.57,DSL,Yes,One year,Bank transfer (automatic),0,1.41,117.24
0,41,55.31,Fiber optic,No,Month-to-month,Bank transfer (automatic),0,0.03,2236.79
0,47,90.43,DSL,No,Month-to-month,Electronic check,0,4.67,4190.1
1,6,57.15,DSL,No,Two year,Mailed check,1,0.13,362.24
0,10,102.25,DSL,No,Month-to-month,Electronic check,0,0.55,911.83
0,48,118.64,Fiber optic,Yes,Month-to-month,Bank transfer (automatic),1,0.53,5680.07
0,29,70.45,No,No,One year,Electronic check,0,1.98,2093.94
0,40,128.02,DSL,No,Month-to-month,Credit card (automatic),0,1.67,5121.89
1,2,29.58,DSL,No,One year,Mailed check,1,0.1,0.23
0,39,120.81,Fiber optic,No,Month-to-month,Credit card (automatic),0,0.24,4706.58
0,50,119.43,No,No,Month-to-month,Bank transfer (automatic),0,0.58,5956.6
0,31,58.64,DSL,No,Two year,Credit card (automatic),1,1.83,1954.83
0,47,55.85,Fiber optic,No,Month-to-month,Mailed check,0,3.97,2735.21
0,70,56.61,DSL,No,Month-to-month,Mailed check,0,0.57,3987.43
0,70,117.37,DSL,Yes,Month-to-month,Credit card (automatic),0,1.12,8242.14
1,19,119.8,Fiber optic,No,Month-to-month,Electronic check,0,0.7,2227.1
0,34,59.57,No,Yes,Month-to-month,Credit card (automatic),0,1.29,1971.74
1,23,91.11,Fiber optic,No,Month-to-month,Bank transfer (automatic),1,1.48,2093.06
0,39,36.67,No,Yes,One year,Credit card (automatic),0,1.1,1441.08
0,51,76.25,Fiber optic,No,One year,Credit card (automatic),0,0.74,3908.79
0,38,139.86,No,No,Month-to-month,Bank transfer (automatic),0,3.18,5269.08
0,67,39.06,DSL,Yes,One year,Credit card (automatic),1,2.43,2645.79
0,60,133.71,DSL,No,Two year,Credit card (automatic),0,9.66,7951.22
0,64,118.91,Fiber optic,No,Two year,Bank transfer (automatic),0,0.8,7589.12
0,61,136.67,Fiber optic,No,Month-to-month,Credit card (automatic),0,0.06,8357.66
0,1,41.55,DSL,No,Two year,Credit card (automatic),0,1.58,0.0
0,5,45.62,Fiber optic,Yes,Month-to-month,Mailed check,0,2.29,183.35
0,42,22.02,DSL,No,One year,Bank transfer (automatic),0,4.14,921.45
0,39,106.96,Fiber optic,No,One year,Mailed check,0,0.02,4166.23
0,38,97.29,DSL,No,Two year,Bank transfer (automatic),1,3.18,3640.3
0,27,41.37,Fiber optic,No,Month-to-month,Electronic check,0,1.09,1057.49
0,62,114.94,DSL,Yes,One year,Mailed check,0,0.7,7141.69
1,63,55.9,Fiber optic,No,Month-to-month,Electronic check,0,0.38,3444.8
0,11,36.2,DSL,Yes,Two year,Credit card (automatic),0,2.52,368.9
0,40,70.71,Fiber optic,No,Two year,Electronic check,0,0.68,2846.39
1,28,30.92,Fiber optic,No,Month-to-month,Credit card (automatic),0,1.39,852.7
0,22,51.59,DSL,Yes,Month-to-month,Electronic check,0,1.08,1124.75
1,50,64.56,DSL,No,Month-to-month,Credit card (automatic),0,0.46,3266.37
0,44,122.22,DSL,No,Month-to-month,Credit card (automatic),0,2.33,5329.65
0,21,115.11,Fiber optic,No,Two year,Electronic check,0,0.53,2379.35
0,9,73.13,Fiber optic,No,Month-to-month,Mailed check,0,2.32,659.74
0,6,106.95,DSL,Yes,Month-to-month,Bank transfer (automatic),0,0.79,606.56
0,14,88.24,Fiber optic,Yes,One year,Mailed check,0,0.05,1223.61
0,45,60.9,No,Yes,One year,Electronic check,1,2.19,2698.44
0,60,107.1,DSL,Yes,Month-to-month,Credit card (automatic),0,3.44,6399.24
0,60,102.02,Fiber optic,No,Month-to-month,Electronic check,0,0.19,6155.59
0,50,94.29,Fiber optic,No,One year,Bank transfer (automatic),0,1.32,4679.96
0,37,94.15,Fiber optic,Yes,Month-to-month,Electronic check,0,0.11,3518.87
0,11,101.96,DSL,No,Month-to-month,Mailed check,0,2.66,1164.64
0,65,66.15,DSL,No,Month-to-month,Credit card (automatic),1,6.63,4245.42
1,53,124.29,DSL,No,Two year,Mailed check,0,1.02,6627.5
0,38,39.48,Fiber optic,Yes,Month-to-month,Credit card (automatic),0,0.56,1422.28
1,38,126.07,Fiber optic,No,Two year,Mailed check,0,2.8,4675.01
0,29,61.07,DSL,No,One year,Mailed check,0,1.1,1828.54
0,47,35.0,DSL,No,Month-to-month,Electronic check,1,0.89,1650.63
0,30,92.0,DSL,Yes,One year,Bank transfer (automatic),0,0.39,2748.48
0,24,65.12,No,No,Month-to-month,Mailed check,0,1.44,1578.64
0,67,117.86,DSL,No,Two year,Electronic check,0,1.4,7839.99
0,50,71.69,Fiber optic,No,Two year,Credit card (automatic),1,0.46,3573.56
0,12,100.23,Fiber optic,Yes,Month-to-month,Credit card (automatic),2,0.36,1248.84
0,62,56.99,No,No,One year,Mailed check,0,0.87,3628.13
0,41,45.13,Fiber optic,No,Month-to-month,Credit card (automatic),1,0.9,1853.52
0,53,66.57,DSL,Yes,Month-to-month,Bank transfer (automatic),0,0.21,3587.53
0,66,92.82,No,No,Month-to-month,Electronic check,0,0.48,6091.71
0,55,98.83,Fiber optic,No,One year,Mailed check,0,0.26,5488.81
0,18,89.38,Fiber optic,No,Month-to-month,Bank transfer (automatic),0,3.48,1605.12
0,45,138.57,DSL,No,Month-to-month,Electronic check,0,0.12,6237.22
0,14,102.93,DSL,Yes,Two year,Electronic check,2,3.16,1432.12
0,31,131.78,Fiber optic,Yes,One year,Mailed check,0,1.13,4026.73
0,48,34.15,No,Yes,Two year,Credit card (automatic),0,1.64,1589.33
0,20,27.36,Fiber optic,Yes,Month-to-month,Electronic check,0,3.85,560.51
0,64,57.32,No,Yes,One year,Electronic check,0,0.68,3620.68
0,69,36.39,Fiber optic,No,Two year,Credit card (automatic),2,1.82,2537.68
1,26,83.1,DSL,No,Month-to-month,Credit card (automatic),0,1.67,2093.57
1,22,82.28,Fiber optic,No,One year,Mailed check,0,6.68,1756.22
0,46,89.01,Fiber optic,No,Month-to-month,Mailed check,0,0.07,4111.86
0,11,109.43,Fiber optic,Yes,One year,Electronic check,0,0.91,1238.3
0,65,136.56,No,No,One year,Credit card (automatic),1,6.84,8953.47
0,4,125.39,Fiber optic,No,Two year,Mailed check,0,0.6,480.51
0,8,34.2,DSL,No,Month-to-month,Mailed check,1,5.06,318.3
0,19,60.62,No,No,Two year,Credit card (automatic),0,2.55,1133.01
1,62,50.7,DSL,Yes,Month-to-month,Credit card (automatic),0,0.62,3230.72
0,71,41.22,Fiber optic,No,Month-to-month,Electronic check,0,0.04,2877.7
0,70,85.37,No,No,Month-to-month,Credit card (automatic),0,0.49,5967.73
0,29,86.39,DSL,No,Month-to-month,Mailed check,0,0.2,2460.97
0,15,47.27,No,Yes,Month-to-month,Credit card (automatic),0,0.84,745.64
0,4,105.43,DSL,No,Two year,Bank transfer (automatic),0,4.21,454.99
1,28,107.95,Fiber optic,Yes,Month-to-month,Electronic check,0,1.08,3101.15
0,46,22.52,DSL,No,Month-to-month,Credit card (automatic),1,0.89,1109.37
0,21,67.49,Fiber optic,Yes,Two year,Electronic check,0,0.36,1409.42
0,56,126.82,Fiber optic,No,Month-to-month,Credit card (automatic),0,1.46,7051.12
0,34,82.44,Fiber optic,No,One year,Bank transfer (automatic),0,0.91,2891.67
0,59,61.72,Fiber optic,No,Month-to-month,Mailed check,0,2.22,3678.28
0,69,50.44,No,No,Month-to-month,Mailed check,0,1.09,3494.02
0,59,49.2,Fiber optic,No,Month-to-month,Mailed check,0,3.26,2873.56
0,57,31.97,No,Yes,Month-to-month,Electronic check,1,2.29,1782.78
0,2,118.07,Fiber optic,No,One year,Mailed check,0,0.24,248.29
0,33,30.4,Fiber optic,No,One year,Mailed check,0,0.22,1033.68
0,44,55.08,DSL,No,Two year,Electronic check,0,0.04,2478.59
0,49,25.48,No,Yes,Month-to-month,Electronic check,1,0.69,1317.69
0,1,113.77,DSL,Yes,Month-to-month,Mailed check,0,0.08,124.92
0,14,24.71,Fiber optic,No,One year,Credit card (automatic),1,0.9,328.51
0,36,57.0,DSL,No,Month-to-month,Bank transfer (automatic),1,0.41,2152.37
0,14,88.8,Fiber optic,Yes,Two year,Electronic check,0,1.03,1244.5
0,59,69.15,No,Yes,Month-to-month,Bank transfer (automatic),0,0.26,4000.29
0,63,53.87,Fiber optic,No,Two year,Bank transfer (automatic),0,1.2,3361.6
0,51,53.02,No,Yes,Month-to-month,Electronic check,0,5.09,2639.54
0,22,115.73,Fiber optic,No,Month-to-month,Bank transfer (automatic),0,1.52,2545.59
0,36,136.88,No,No,Month-to-month,Credit card (automatic),0,1.25,5038.38
